,authors,title,year,Journal,doi/url,abstract,keywords,inclusion: IACS,inclusion: plot-level data,country,is the paper in english,exclusion yes/no,exclusion: reason,responsible
10,NA,"Does land fragmentation affect farm performance? A case study from Brittany, France",2014,Agricultural Systems,http://dx.doi.org/10.1016/j.agsy.2014.05.005,"Agricultural land fragmentation is widespread around the world and may affect farmers’ decisions and therefore have an impact on the performance of farms, in either a negative or a positive way. We investigated this impact for the western region of Brittany, France in 2007. To do so, we regressed a set of performance indicators on a set of fragmentation descriptors. The performance indicators (production costs, yields, revenue, profitability, technical and scale efficiency) were calculated at the farm level, using Farm Accountancy Data Network (FADN) data. By contrast, due to limits in the available data, the fragmentation descriptors were calculated at the municipality level, using data from the cartographic field pattern registry (RPG). The various fragmentation descriptors enabled not only the traditional number and average size of plots, but also their scattering in the geographical space, to be taken into account. The analysis brought several findings. Firstly, it is relevant to consider the various dimensions of LF when studying its impact on farm performance, in particular shape and distance considerations. Secondly, in all cases but one, the effect of the various LF descriptors on performance indicators conform to expectations, that is to say LF increases production costs and decreases yields, revenue, profitability and efficiency. Thirdly, with a simple simulation we have shown that the benefits from reducing fragmentation may differ with respect to the improved LF dimension and the performance indicator considered. Hence, when setting up consolidation programs, it may be crucial for policy-makers to first decide which performance dimension they aim at favouring in order to choose the most efficient way to do so. Finally, from a methodological point of view, our results support the relevance of using descriptors of LF at the municipality level as a proxy when farm level LF descriptors are not available.",['agricultural land ; case studies ; farmers ; farms'],yes,yes,FR,yes,no,,Franziska
11,"['Laggner  Natascha, Birgit ; Orthen']",A new GIS toolbox for integrating massive heterogeneous GIS data for land use change analysis,2014,,https://www.openagrar.de/receive/timport_mods_00037938,"Agricultural land use in Germany and related impacts on the environment and the use of natural resources are key research topics at the Thünen-Institute of Rural Studies. As spatial context is essential for the analysis of causal connections, GIS data regarding all necessary information was gathered during different research projects and prepared for processing in a database. In particular, the Integrated Administration and Control System, which was available for certain project purposes for several Federal Laender and years, serves as a very detailed data source for agricultural land use. We use different Open Source GIS software like PostgreSQL/PostGIS, GRASS and QuantumGIS for geoprocessing, supplemented with the proprietary ESRI product ArcGIS. After introducing the used input data and the general processing approach, this paper presents a selection of geoprocessing routines for which Open Source GIS software was used. As an exemplary _use case_ for the conclusions from the consecutive statistical analysis, we summarize impacts of increased biogas production on agricultural land use change highlighting the trend in biogas maize cultivation and the conversion of permanent grassland to agricultural cropland.","['GRASS', 'Germany', 'Open Source', 'PostGIS', 'Text', 'biogas maize', 'environmental impacts', 'geoprocessing', 'multiple data', 'permanent grassland', 'pre-processing of data']",yes,yes,DE,yes,no,,Franziska
12,"['Ronnenberg, Katrin', 'Ronnenberg  Egbert ; Siebert, Ursula, Katrin ; Strauß']","Crop diversity loss as primary cause of grey partridge and common pheasant decline in Lower Saxony, Germany",2016,BMC ecology,https://doi.org/10.1186/s12898-016-0093-9,"BACKGROUND: The grey partridge (Perdix perdix) and the common pheasant (Phasianus colchicus) are galliform birds typical of arable lands in Central Europe and exhibit a partly dramatic negative population trend. In order to understand general habitat preferences we modelled grey partridge and common pheasant densities over the entire range of Lower Saxony. Spatially explicit developments in bird densities were modelled using spatially explicit trends of crop cultivation. Pheasant and grey partridge densities counted annually by over 8000 hunting district holders over 10 years in a range of 3.7 Mio ha constitute a unique dataset (wildlife survey of Lower Saxony). Data on main landscape groups, functional groups of agricultural crops (consisting of 9.5 million fields compiled by the Integrated Administration and Control System) and landscape features were aggregated to 420 municipalities. To model linear 8 or 10 year population trends (for common pheasant and grey partridge respectively) we use rho correlation coefficients of densities, but also rho coefficients of agricultural crops. RESULTS: All models confirm a dramatic decline in population densities. The habitat model for the grey partridge shows avoidance of municipalities with a high proportion of woodland and water areas, but a preference for areas with a high proportion of winter grains and high crop diversity. The trend model confirms these findings with a linear positive effect of diversity on grey partridge population development. Similarly, the pheasant avoids wooded areas but showed some preference for municipalities with open water. The effect of maize was found to be positive at medium densities, but negative at very high proportions. Winter grains, landscape features and high crop diversity are favorable. The positive effect of winter grains and higher crop diversity is also supported by the trend model. CONCLUSIONS: The results show the strong importance of diverse crop cultivation. Most incentives favor the cultivation of specific crops, which results in large areas of monocultures. The results confirm the importance of sustainable agricultural policies.","['Habitat model: Trend an', 'Perdix perdix', 'Phasianus colchicus', 'Text', 'agricultural', 'ddc:590', 'ddc:630']",yes,yes,DE,yes,no,,Franziska
13,"['Levavasseur  AgroParisTech, INRA, Universit Paris-Saclay, 78850 Thiverval-Grignon, France ; C. BoutyauthorUMR SADAPT, AgroParisTech, INRA, Universit Paris-Saclay, 78850 Thiverval-Grignon, France ; A. BarbottinauthorUMR SADAPT, INRA, AgroParisTech, Univers, F ; P MartinauthorUMR SADAPT', 'Levavasseur, F']",RPG Explorer: A new tool to ease the analysis of agricultural landscape dynamics with the Land Parcel Identification System,2016,Computers and electronics in agriculture,https://dx.doi.org/10.1016/j.compag.2016.07.015,"In the early 2000s a Land Parcel Identification System (LPIS) was set up by each member state of the European Union, to manage agricultural subsidies. These databases describe field geometry and landcover, and provide information on farm characteristics. LPIS data could therefore be used to describe agricultural landscape dynamics, but are seldom put to this purpose by scientists and local stakeholders because it requires the use of GIS software and programming skills. The objective of this paper is thus to present RPG Explorer, a new tool that we developed to analyze agricultural landscape dynamics with LPIS data. RPG Explorer doesn_t require any specific skills in GIS and programming allowing non specialist to deal with complex data.RPG Explorer includes a first module which computes the changes in crop proportions and farm characteristics (numbers of farm, farm area, farm type). A second module computes crop sequences on each farmer block of LPIS data. We also included a crop rotation model in a third module.We illustrated the use of RPG Explorer for two example neighboring catchments located in western France, the Vivier catchment (16,000ha) and the Courance catchment (15,000ha). For example, RPG Explorer easily revealed the evolution of crop proportions, such as the increase of temporary grasslands in the Courance catchment (from 7.2% of the Utilized Agricultural Area (UAA) in 2007 to 11.7% in 2013). The number of farms was also shown to vary a lot: from 230 in 2007 to 207 in 2013 for the Vivier catchment, with a subsequent increase of their mean UAA (from 101ha to 119ha). RPG Explorer also showed that more than half of the Vivier catchment UAA (59%) was occupied by only 50 farms in 2013. Concerning crop sequences, the sunflower _ winter wheat sequence was the most frequent 2-year sequence in both catchments, but some differences appeared with for example, a higher proportion of winter wheat _ winter wheat sequence in the Courance catchment (7.2% against 3.6%). Crop rotation modeling indicated that the rapeseed _ winter wheat _ sunflower _ winter wheat, sunflower _ winter wheat and maize monoculture were the three main crop rotations.Finally, these examples illustrate well the ability for scientist and local stakeholders to easily describe some major agricultural landscape dynamics with RPG Explorer.","['agricultural subsidies', 'computer software', 'corn']",yes,yes,FR,yes,no,,Franziska
14,"['Schmid, Erwin', 'Sinabell, Franz', 'Hofreither, Markus F']",Phasing out of environmentally harmful subsidies: Consequences of the 2003 CAP reform,2007,Ecological Economics,https://doi.org/10.1016/j.ecolecon.2005.12.017,"Subsidies linked to production have been classified as environmentally harmful by the OECD. A core element of the EU 2003 Common Agricultural Policy (CAP) reform is to decouple income support from production. This paper estimates the environmental consequences of this policy reform. An agricultural sector model using a modified version of the positive mathematical programming method depicts the complex natural, structural, and political relationships of Austrian farming. Changes in management measures can be analyzed with respect to their environmental effects by using appropriate indicators. Simulation results show that the 2003 CAP reform will reduce the average cost of production, and may improve environmental conditions regarding soil, water, and greenhouse gases when compared to a scenario without reform. Thus, the new CAP is likely to bring about outcomes which the previous reform (Agenda 2000) promised but did not deliver.","['Agricultural sector model', 'Common agricultural policy reform', 'De-coupled subsidies', 'Environmental indicators']",yes,?,AT,yes,no,,Franziska
15,"['Zehetmeier, M', 'Läpple, D', 'Hoffmann, H', 'Zerhusen, B', 'Strobl, M', 'Meyer-Aurich, A', 'Kapfer, M']","Is there a joint lever? Identifying and ranking factors that determine GHG emissions and profitability on dairy farms in Bavaria, Germany",2020,Agricultural Systems,https://doi.org/10.1016/j.agsy.2020.102897,"Farms are increasingly expected to contribute to greenhouse gas (GHG) mitigation actions to help governments to achieve GHG reduction commitments. In order to identify key mechanisms for GHG mitigation on farms, many studies use mass flow simulation or optimization models. However, by assuming “best practice” and not accounting for “real farm practices”, these models cannot predict variability between farms. In contrast, studies that include variability between farms can identify determinants that are important factors to reduce GHG emissions. From a farmer's perspective, it is often crucial that these mechanisms also increase farm profitability. The objectives of this article are (1) to explore factors that jointly affect GHG emissions and profitability of dairy farms and, (2) to assess if these factors cause synergies or trade-offs to simultaneously reduce GHG emissions and increase profitability. To assess variability between farms, we utilize detailed site- or farm-specific input variables for a large number of farms. To this end, we combined a detailed high quality dataset of 92 farms for the year 2013 in Bavaria, Germany. In relation to GHG emissions, we collected emission factors from national and international life cycle analysis databases, and applied national and site-specific GHG emission models. Our global sensitivity analysis identified five factors affecting GHG emissions per kg of fat and protein corrected milk in the following order of relative importance (i.e. proportion of farm variability explained): feed use efficiency (26%), weighted nitrogen balance (23%), site specific nitrogen emission factor (15%), milk yield (13%), and replacement rate (8%). Of these five factors, feed use efficiency and milk yield were also relatively important factors for profitability. However, milk yield is strongly interlinked with beef output, an important by-product of our sample dairy farms, and thus needs special attention when defining effective GHG reduction targets. Site-specific nitrogen emission factors cannot be influenced directly by farmers. This leaves three main determinants for farm variability between farms of GHG emissions i.e. on field nitrogen use efficiency, feed use efficiency and replacement rate. Since feed use efficiency was also identified as an important factor increasing profitability, this could be addressed by advisory services assessing synergies between profitability and GHG emissions. On field nitrogen use efficiency and replacement rate were not identified as an important factor affecting profitability and thus may be addressed by additional incentives for farmers, advisory service, or stricter regulations.","['Dairy farms', 'GHG emissions', 'Global sensitivity analysis', 'Profitability', 'Synergies', 'Trade-offs']",yes,yes,GE,yes,no,,Franziska
16,"['Bennett, Rohan', 'Tambuwala, Nilofer', 'Rajabifard, Abbas', 'Wallace, Jude', 'Williamson, Ian']","On recognizing land administration as critical, public good infrastructure",2013,Land Use Policy,https://doi.org/10.1016/j.landusepol.2012.02.004,"Failure to recognize land administration systems as infrastructure creates potential funding and maintenance problems. Wider economic, social, and environmental benefits of effective land administration are consequently put at risk. Land administration must be recognized as critical, public good infrastructure. An evaluation method for testing land administration as an infrastructure is developed and applied. The method utilizes tools for defining and classifying infrastructure, public goods, and critical infrastructures. Arguments for land administration as infrastructure are revealed to reside within the land administration discipline: mainstream views regularly fail to recognize the argument. Reasons include the internal focus of scientific disciplines, the failure of land administrators to engage across disciplines, the global disparity of approaches to land administration, and the lack of visible or physical presence for land administration infrastructure. The results of three empirical studies support the notion that land administration is a critical, public good infrastructure. It concluded that infrastructure funding and maintenance regimes need to be depoliticized, potentially through the development of evidence based metrics, that land administrators must continue to promote land administration outwardly, and that the evaluation approach be extended and enhanced for use in directed land administration projects and studies.","['Critical infrastructure', 'Infrastructure', 'Land administration', 'Public goods', 'Spatial data infrastructure (SDIs)']",no,?,?,yes,yes,dataset,Franziska
17,"['Trichard, Aude', 'Alignier, Audrey', 'Biju-Duval, Luc', 'Petit, Sandrine']",The relative effects of local management and landscape context on weed seed predation and carabid functional groups,2013,Basic and Applied Ecology,https://doi.org/10.1016/j.baae.2013.02.002,"Farmland biodiversity and its associated ecosystem services are affected by agricultural activities at multiple spatial scales. Among these services, the regulation of weeds by invertebrate seed predators has received much attention recently but little is known about the relative effect of local management and landscape context of fields on this process. We monitored seed predation on four common weed species and carabid communities in 28 winter-cereals fields during five consecutive weeks in spring 2010. These fields were situated in contrasted landscape contexts and varied in terms of intensity of pesticide treatments and soil tillage regimes. Weed seed predation was strongly and positively related to the Shannon diversity of (strictly) granivorous carabids and to the activity–density of omnivorous carabids but negatively to the richness of omnivorous carabids. Weed seed predation and granivore diversity were positively related to landscape diversity and the proportion cover of temporary grassland within a 1000m radius around focal fields and were negatively affected by the intensity of local pesticide treatments. No-till systems sheltered higher diversity of granivorous carabids but did not show higher seed predation rates. We showed that landscape composition factors had a higher relative influence than local practices factors on weed seed predation service. Consequently, weed management strategies should not only consider the management of single fields but also the surrounding landscape to preserve carabid biodiversity and enhance weed seed predation service. Zusammenfassung Die Biodiversität von Agrarflächen und die mit ihr assoziierten Ökosystemdienstleistungen werden von landwirtschaftlichen Aktivitäten auf mehreren räumlichen Skalen beeinflusst. Unter diesen Dienstleistungen hat die Regulierung von Unkräutern durch wirbellose Samenfresser in letzter Zeit viel Aufmerksamkeit erfahren, aber wenig ist über die relativen Effekte von lokaler Bewirtschaftung und dem Landschaftskontext der Felder auf diesen Prozess bekannt. Wir untersuchten die Granivorie an vier gemeinen Unkrautarten und die Carabidengemeinschaften auf 28 Feldern für fünf aufeinanderfolgende Wochen im Frühjahr 2010. Diese Felder befanden sich in unterschiedlichen Landschaftskontexten und unterschieden sich in Bezug auf Pestizideinsatz und Bodenbearbeitung. Der Fraß an Unkrautsamen war stark positiv mit der Shannon-Diversität der strikt granivoren Carabiden und mit der Aktivitätsdichte der omnivoren Carabiden verknüpft, aber negativ mit der Artenzahl der omnivoren Carabiden. Granivorie und die Diversität der Granivoren waren positiv mit der Landschaftsdiversität und dem Flächenanteil von temporärem Grasland innerhalb eines 1000-m-Radius um das Zielfeld verbunden. Beide Variablen waren negativ mit der Intensität des lokalen Pestizideinsatzes verknüpft. Direktsaat-Systeme beherbergten eine höhere Diversität von granivoren Carabiden, zeigten aber keine erhöhte Granivorie. Wir zeigten, dass Landschaftsfaktoren einen stärkeren Einfluss als lokale Bewirtschaftungsfaktoren auf die Dienstleistung ‘Prädation von Unkrautsamen’ haben. Daher sollten Unkrautkontrollstrategien nicht nur die Bewirtschaftung des einzelnen Feldes berücksichtigen, sondern auch die umgebende Landschaft, um die Biodiversität der Laufkäfer zu erhalten und die Prädation von Unkrautsamen zu stärken.","['Carabid', 'Landscape composition', 'No-tillage', 'Plant–animal interactions', 'Trophic guild']",yes,yes,FR,yes,no,,Franziska
18,"['Birkhofer, Klaus', 'Andersson, Georg K S', 'Bengtsson, Janne', 'Bommarco, Riccardo', 'Dänhardt, Juliana', 'Ekbom, Barbara', 'Ekroos, Johan', 'Hahn, Thomas', 'Hedlund, Katarina', 'Jönsson, Annelie M', 'Lindborg, Regina', 'Olsson, Ola', 'Rader, Romina', 'Rusch, Adrien', 'Stjernman, Martin', 'Williams, Alwyn', 'Smith, Henrik G']",Relationships between multiple biodiversity components and ecosystem services along a landscape complexity gradient,2018,Biological Conservation,https://doi.org/10.1016/j.biocon.2017.12.027,"The assessment of effects of anthropogenic disturbance on biodiversity (BD) and ecosystem services (ES) and their relationships are key priorities of the Intergovernmental Panel for Biodiversity and Ecosystem Services. Agricultural landscapes and their associated BD provide multiple ES and it is crucial to understand how relationships between ES and BD components change along gradients of landscape complexity. In this study, we related eight ES potentials to the species richness of five invertebrate, vertebrate and plant taxonomic groups in cereal farming systems. The landscape complexity gradient ranged from areas dominated by annually tilled arable land to areas with high proportions of unfertilized, non-rotational pastures and uncultivated field borders. We show that after accounting for landscape complexity relationships between yield and bird richness or biological control became more positive, but relationships between bird richness and biological control became less positive. The relationship between bird and plant richness turned from positive to negative. Multidiversity (overall biodiversity), was positively related to landscape complexity, whereas multifunctionality (overall ES provision), was not significantly related to either one of these. Our results suggest that multidiversity can be promoted by increasing landscape complexity; however; we found no support for a simultaneous increase of several individual ES, BD components or multifunctionality. These results challenge the assumption that biodiversity-friendly landscape management will always simultaneously promote multiple ES in agricultural landscapes. Future studies need to verify this pattern by using multi-year data, larger sets of ES and BD components and a study design that is appropriate to address larger spatial scales and relationships in several regions.","['Biodiversity loss', 'Landscape complexity', 'Multidiversity', 'Multifunctionality', 'Synergies', 'Trade-offs']",yes,yes,SE,yes,no,,Franziska
19,"['Huebbers, J W', 'Buyel, J F']",On the verge of the market â€“ Plant factories for the automated and standardized production of biopharmaceuticals,2021,Biotechnology Advances,https://doi.org/10.1016/j.biotechadv.2020.107681,"The market for biopharmaceuticals is dominated by recombinant proteins and is driven mainly by the development of vaccines and antibodies. Manufacturing predominantly relies on fermentation-based production platforms, which have limited scalability and suffer from high upstream process costs. As an alternative, the production of recombinant proteins in whole plants (plant molecular farming) provides a scalable and cost efficient upstream process because each plant functions as a self-contained bioreactor, avoiding costs associated with single-use devices and cleaning-in-place. Despite many proof-of-concept studies and the approval of a few products as medical devices, the only approved pharmaceutical proteins manufactured in whole plants have been authorized under emergency protocols. The absence of approvals under standard clinical development pathways in part reflects the lack of standardized process equipment and unit operations, leading to industry inertia based on familiarity with fermenter systems. Here we discuss the upstream production steps of plant molecular farming by transient expression in intact plants, including seeding, plant cultivation, infiltration with Agrobacterium tumefaciens, post-infiltration incubation, and harvesting. We focus on cultivation techniques because they strongly affect the subsequent steps and overall process design. We compare the benefits and drawbacks of open field, greenhouse and vertical farm strategies in terms of upfront investment costs, batch reproducibility, and decoupling from environmental impacts. We consider process automation, monitoring and adaptive process design in the context of Industry 4.0, which can boost process efficiency and batch-to-batch uniformity to improve regulatory compliance. Finally, we discuss the costs–benefit aspects of the different cultivation systems.","['Greenhouse', 'Indoor farming', 'Open field cultivation', 'Plant-made pharmaceuticals', 'Process monitoring', 'Vertical farming unit']",no,no,?,yes,yes,dataset,Franziska
20,"['Vaudour, E']",Mapping tillage operations over a peri-urban region using combined SPOT4 and ASAR/ENVISAT images,2014,ITC journal,http://dx.doi.org/10.1016/j.jag.2013.11.005,"This study aimed at assessing the potential of combining synchronous SPOT4 and ENVISAT/ASAR images (HH and HV polarizations) for mapping tillage operations (TOs) of bare agricultural fields over a peri-urban area characterized by conventional tillage system in the western suburbs of Paris (France). The reference spatial units for spatial modeling are 57 within-field areas named _reference zones_ (RZs) homogeneous for their soil properties, constructed in the vicinity of 57 roughness measurement locations, spread across 20 agricultural fields for which TOs were known. The total RZ dataset was half dedicated to successive random selections of training/validating RZs, the remaining half (29 RZs) being kept for validating the final map results. Five supervised per-pixels classifiers were used in order to map 2 TOs classes (seedbed&harrowed and late winter plough) in addition to 4 landuse classes (forest, urban, crops and grass, water bodies): support vector machine with polynomial kernel (pSVM), SVM with radial basis kernel (rSVM), artificial neural network (ANN), Maximum Likelihood (ML), and regression tree (RT). All 5 classifiers were implemented in a bootstrapping approach in order to assess the uncertainty of map results. The best results were obtained with pSVM for the SPOT4/ASAR pair with producer's and user's mean validation accuracies (PmVA/UmVA) of 91.7%/89.8% and 73.2%/73.3% for seedbed&harrowed and late winter plough conditions, respectively. Whatever classifier, the SPOT4/ASAR pair appeared to perform better than each of the single images, particularly for late winter plough: PmVA/UmVA of 61.6%/53.0% for the single SPOT4 image; 0%/6% for the single ASAR image. About 73% of the validation agricultural fields (79% of the RZs) were correctly predicted in terms of TOs in the best pSVM-derived final map. Final map results could be improved through masking non-agricultural areas with land use identification system layer prior to classifying images. Such knowledge of agricultural operations is likely to facilitate the mapping of agricultural systems which otherwise proceed from time-consuming surveys to farmers.",['agricultural land ; conventional tillage ; crops ;'],yes,yes,FR,yes,no,,Franziska
